;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
122;Itaim Paulista;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;24;
123;Itaquera;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;27;
124;Jabaquara;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;15;
125;Jaçanã/Tremembé;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;06;
126;Lapa;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;08;
127;M'Boi Mirim;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;18;
128;Mooca;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;25;
129;Parelheiros;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;20;
130;Penha;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;21;
131;Perus;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;01;
132;Pinheiros;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;11;
133;Pirituba/Jaraguá;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;02;
134;Santana/Tucuruvi;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;05;
135;Santo Amaro;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;14;
136;São Mateus;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;30;
137;São Miguel Paulista;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;23;
138;Sapopemba;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;32;
139;Sé;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;09;
140;Vila Maria/Vila Guilherme;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;07;
141;Vila Mariana;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;12;
142;Vila Prudente;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;29;
143;LESTE;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;;2.0
144;NORTE;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;;3.0
145;CENTRO;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;;1.0
146;OESTE;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;;4.0
147;SUL;;SMSUB;67;Reduzir em 600 mil toneladas a quantidade de resíduos enviados aos aterros entre 2021 e 2024 ;Quantidade, em toneladas, de resíduos que deixarão de ser enviados aos aterros por meio das iniciativas adotadas;;5.0
148;Aricanduva/Vila Formosa;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;26;
149;Butantã;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;10;
150;Campo Limpo;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;17;
151;Capela do Socorro;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;19;
152;Casa Verde;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;04;
153;Cidade Ademar;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;16;
154;Cidade Tiradentes;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;31;
155;Ermelino Matarazzo;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;22;
156;Freguesia do Ó/Brasilândia;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;03;
157;Guaianases;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;28;
158;Ipiranga;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;13;
159;Itaim Paulista;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;24;
160;Itaquera;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;27;
161;Jabaquara;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;15;
162;Jaçanã/Tremembé;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;06;
163;Lapa;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;08;
164;M'Boi Mirim;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;18;
165;Mooca;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;25;
166;Parelheiros;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;20;
167;Penha;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;21;
168;Perus;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;01;
169;Pinheiros;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;11;
170;Pirituba/Jaraguá;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;02;
171;Santana/Tucuruvi;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;05;
172;Santo Amaro;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;14;
173;São Mateus;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;30;
174;São Miguel Paulista;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;23;
175;Sapopemba;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;32;
176;Sé;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;09;
177;Vila Maria/Vila Guilherme;1.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;07;
178;Vila Mariana;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;12;
179;Vila Prudente;0.0;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;29;
180;LESTE;;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;;2.0
181;NORTE;;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;;3.0
182;CENTRO;;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;;1.0
183;OESTE;;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;;4.0
184;SUL;;SMC;50;Implantar 9 Centros de Referência do Novo Modernismo. ;Número de centros de referência do Novo Modernismo implantados e em funcionamento. ;;5.0
